customer_id,first_name,last_name,email,address,city,country,active
446,THEODORE,CULP,THEODORE.CULP@sakilacustomer.org,1704 Tambaram Manor,Uluberia,India,0
231,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,954 Kimchon Place,Uttarpara-Kotrung,India,1
403,MIKE,WAY,MIKE.WAY@sakilacustomer.org,990 Etawah Loop,Valparai,India,1
123,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,117 Boa Vista Way,Varanasi (Benares),India,1
508,MILTON,HOWLAND,MILTON.HOWLAND@sakilacustomer.org,758 Korolev Parkway,Vijayawada,India,1
12,NANCY,THOMAS,NANCY.THOMAS@sakilacustomer.org,808 Bhopal Manor,Yamuna Nagar,India,1
411,NORMAN,CURRIER,NORMAN.CURRIER@sakilacustomer.org,1445 Carmen Parkway,Cianjur,Indonesia,1
239,MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,47 Syktyvkar Lane,Ciomas,Indonesia,1
328,JEFFREY,SPEAR,JEFFREY.SPEAR@sakilacustomer.org,1860 Taguig Loop,Ciparay,Indonesia,1
203,TARA,RYAN,TARA.RYAN@sakilacustomer.org,1688 Nador Lane,Gorontalo,Indonesia,1
153,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,456 Escobar Way,Jakarta,Indonesia,1
473,JORGE,OLIVARES,JORGE.OLIVARES@sakilacustomer.org,1078 Stara Zagora Drive,Lhokseumawe,Indonesia,1
500,REGINALD,KINDER,REGINALD.KINDER@sakilacustomer.org,519 Brescia Parkway,Madiun,Indonesia,1
542,LONNIE,TIRADO,LONNIE.TIRADO@sakilacustomer.org,1658 Cumaná Loop,Pangkal Pinang,Indonesia,1
116,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,544 Malmö Parkway,Pemalang,Indonesia,1
506,LESLIE,SEWARD,LESLIE.SEWARD@sakilacustomer.org,1152 al-Qatif Lane,Pontianak,Indonesia,1
372,STEVE,MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,154 Oshawa Manor,Probolinggo,Indonesia,1
524,JARED,ELY,JARED.ELY@sakilacustomer.org,1003 Qinhuangdao Street,Purwakarta,Indonesia,1
450,JAY,ROBB,JAY.ROBB@sakilacustomer.org,1947 Paarl Way,Surakarta,Indonesia,1
458,LLOYD,DOWD,LLOYD.DOWD@sakilacustomer.org,935 Aden Boulevard,Tegal,Indonesia,1
36,KATHLEEN,ADAMS,KATHLEEN.ADAMS@sakilacustomer.org,334 Munger (Monghyr) Lane,Arak,Iran,1
10,DOROTHY,TAYLOR,DOROTHY.TAYLOR@sakilacustomer.org,1531 Salé Drive,Esfahan,Iran,1
377,HOWARD,FORTNER,HOWARD.FORTNER@sakilacustomer.org,220 Hidalgo Drive,Kermanshah,Iran,1
368,HARRY,ARCE,HARRY.ARCE@sakilacustomer.org,1922 Miraj Way,Najafabad,Iran,0
459,TOMMY,COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,76 Kermanshah Manor,Qomsheh,Iran,1
185,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,927 Barcelona Street,Shahr-e Kord,Iran,1
449,OSCAR,AQUINO,OSCAR.AQUINO@sakilacustomer.org,956 Nam Dinh Manor,Sirjan,Iran,1
279,DIANNE,SHELTON,DIANNE.SHELTON@sakilacustomer.org,600 Bradford Street,Tabriz,Iran,1
579,DARYL,LARUE,DARYL.LARUE@sakilacustomer.org,1208 Tama Loop,Mosul,Iraq,1
102,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,659 Vaduz Drive,Ashdod,Israel,1
478,LEWIS,LYMAN,LEWIS.LYMAN@sakilacustomer.org,632 Usolje-Sibirskoje Parkway,Ashqelon,Israel,1
315,KENNETH,GOODEN,KENNETH.GOODEN@sakilacustomer.org,1542 Lubumbashi Boulevard,Bat Yam,Israel,0
161,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,97 Shimoga Avenue,Tel Aviv-Jaffa,Israel,1
33,ANNA,HILL,ANNA.HILL@sakilacustomer.org,127 Purnea (Purnia) Manor,Alessandria,Italy,1
439,ALEXANDER,FENNELL,ALEXANDER.FENNELL@sakilacustomer.org,231 Kaliningrad Place,Bergamo,Italy,1
309,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,1224 Huejutla de Reyes Boulevard,Brescia,Italy,1
499,MARC,OUTLAW,MARC.OUTLAW@sakilacustomer.org,1 Valle de Santiago Avenue,Brindisi,Italy,1
541,DARREN,WINDHAM,DARREN.WINDHAM@sakilacustomer.org,379 Lublin Parkway,Livorno,Italy,1
221,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,1926 Gingoog Street,Syrakusa,Italy,1
525,ADRIAN,CLARY,ADRIAN.CLARY@sakilacustomer.org,1986 Sivas Place,Udine,Italy,1
574,JULIAN,VEST,JULIAN.VEST@sakilacustomer.org,923 Tangail Boulevard,Akishima,Japan,1
141,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,928 Jaffna Loop,Fukuyama,Japan,1
264,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,446 Kirovo-Tšepetsk Lane,Higashiosaka,Japan,1
194,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,345 Oshawa Boulevard,Hino,Japan,1
299,JAMES,GANNON,JAMES.GANNON@sakilacustomer.org,1635 Kuwana Boulevard,Hiroshima,Japan,1
519,RON,DELUCA,RON.DELUCA@sakilacustomer.org,1949 Sanya Street,Isesaki,Japan,1
240,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,1148 Saarbrücken Parkway,Iwaki,Japan,1
54,TERESA,ROGERS,TERESA.ROGERS@sakilacustomer.org,1964 Allappuzha (Alleppey) Street,Iwakuni,Japan,1
396,EARL,SHANKS,EARL.SHANKS@sakilacustomer.org,168 Cianjur Manor,Iwatsuki,Japan,1
391,CLARENCE,GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,767 Pyongyang Drive,Izumisano,Japan,1
163,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,1287 Xi´angfan Boulevard,Kakamigahara,Japan,1
79,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,586 Tete Way,Kamakura,Japan,1
547,KURT,EMMONS,KURT.EMMONS@sakilacustomer.org,1421 Quilmes Lane,Kanazawa,Japan,1
401,TONY,CARRANZA,TONY.CARRANZA@sakilacustomer.org,454 Patiala Lane,Koriyama,Japan,1
34,REBECCA,SCOTT,REBECCA.SCOTT@sakilacustomer.org,61 Tama Street,Kurashiki,Japan,1
531,JAMIE,WAUGH,JAMIE.WAUGH@sakilacustomer.org,958 Sagamihara Lane,Kuwana,Japan,1
355,TERRY,GRISSOM,TERRY.GRISSOM@sakilacustomer.org,619 Huánuco Avenue,Matsue,Japan,1
253,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,752 Ondo Loop,Miyakonojo,Japan,1
53,HEATHER,MORRIS,HEATHER.MORRIS@sakilacustomer.org,17 Kabul Boulevard,Nagareyama,Japan,1
489,RICARDO,MEADOR,RICARDO.MEADOR@sakilacustomer.org,591 Sungai Petani Drive,Okayama,Japan,1
365,BRUCE,SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,1565 Tangail Manor,Okinawa,Japan,1
404,STANLEY,SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,1266 Laredo Parkway,Omiya,Japan,1
337,JERRY,JORDON,JERRY.JORDON@sakilacustomer.org,124 al-Manama Way,Onomichi,Japan,1
285,MIRIAM,MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,1336 Benin City Drive,Otsu,Japan,1
11,LISA,ANDERSON,LISA.ANDERSON@sakilacustomer.org,1542 Tarlac Parkway,Sagamihara,Japan,1
1,MARY,SMITH,MARY.SMITH@sakilacustomer.org,1913 Hanoi Way,Sasebo,Japan,1
29,ANGELA,HERNANDEZ,ANGELA.HERNANDEZ@sakilacustomer.org,786 Aurora Avenue,Shimonoseki,Japan,1
385,PHILLIP,HOLM,PHILLIP.HOLM@sakilacustomer.org,102 Chapra Drive,Tama,Japan,1
429,FREDERICK,ISBELL,FREDERICK.ISBELL@sakilacustomer.org,1404 Taguig Drive,Tsuyama,Japan,1
503,ANGEL,BARCLAY,ANGEL.BARCLAY@sakilacustomer.org,496 Celaya Drive,Ueda,Japan,1
147,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,1337 Lincoln Parkway,Urawa,Japan,1
76,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,602 Paarl Street,Pavlodar,Kazakstan,1
573,BYRON,BOX,BYRON.BOX@sakilacustomer.org,521 San Juan Bautista Tuxtepec Place,Zhezqazghan,Kazakstan,1
193,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,447 Surakarta Loop,Kisumu,Kenya,1
363,ROY,WHITING,ROY.WHITING@sakilacustomer.org,1658 Jastrzebie-Zdrój Loop,Nyeri,Kenya,1
234,CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,346 Skikda Parkway,Jalib al-Shuyukh,Kuwait,1
347,RYAN,SALISBURY,RYAN.SALISBURY@sakilacustomer.org,1673 Tangail Drive,Daugavpils,Latvia,1
23,SARAH,LEWIS,SARAH.LEWIS@sakilacustomer.org,1780 Hino Boulevard,Liepaja,Latvia,1
57,EVELYN,MORGAN,EVELYN.MORGAN@sakilacustomer.org,943 Tokat Street,Vaduz,Liechtenstein,1
557,FELIX,GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,1059 Yuncheng Avenue,Vilnius,Lithuania,1
81,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,320 Baiyin Parkway,Mahajanga,Madagascar,1
166,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,710 San Felipe del Progreso Avenue,Lilongwe,Malawi,1
171,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,316 Uruapan Street,Ipoh,Malaysia,1
58,JEAN,BELL,JEAN.BELL@sakilacustomer.org,1114 Liepaja Street,Kuching,Malaysia,1
306,CHARLES,KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,715 São Bernardo do Campo Lane,Sungai Petani,Malaysia,1
486,GLEN,TALBERT,GLEN.TALBERT@sakilacustomer.org,1789 Saint-Denis Parkway,Acuña,Mexico,1
414,VINCENT,RALSTON,VINCENT.RALSTON@sakilacustomer.org,397 Sunnyvale Avenue,Allende,Mexico,1
84,SARA,PERRY,SARA.PERRY@sakilacustomer.org,125 Città del Vaticano Boulevard,Atlixco,Mexico,1
578,WILLARD,LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,1819 Alessandria Loop,Carmen,Mexico,1
587,SERGIO,STANFIELD,SERGIO.STANFIELD@sakilacustomer.org,1402 Zanzibar Boulevard,Celaya,Mexico,1
247,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,1473 Changhwa Parkway,Coacalco de Berriozábal,Mexico,1
482,MAURICE,CRAWLEY,MAURICE.CRAWLEY@sakilacustomer.org,1785 São Bernardo do Campo Street,Coatzacoalcos,Mexico,0
467,ALVIN,DELOACH,ALVIN.DELOACH@sakilacustomer.org,1447 Chatsworth Place,Cuauhtémoc,Mexico,1
323,MATTHEW,MAHAN,MATTHEW.MAHAN@sakilacustomer.org,479 San Felipe del Progreso Avenue,Cuautla,Mexico,1
575,ISAAC,OGLESBY,ISAAC.OGLESBY@sakilacustomer.org,186 Skikda Lane,Cuernavaca,Mexico,1
451,JIM,REA,JIM.REA@sakilacustomer.org,814 Simferopol Loop,El Fuerte,Mexico,1
364,BENJAMIN,VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,817 Laredo Avenue,Guadalajara,Mexico,1
150,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,781 Shimonoseki Drive,Hidalgo,Mexico,1
582,ANDY,VANHORN,ANDY.VANHORN@sakilacustomer.org,966 Asunción Way,Huejutla de Reyes,Mexico,1
108,TRACY,COLE,TRACY.COLE@sakilacustomer.org,1002 Ahmadnagar Manor,Huixquilucan,Mexico,1
581,VIRGIL,WOFFORD,VIRGIL.WOFFORD@sakilacustomer.org,760 Miyakonojo Drive,José Azueta,Mexico,1
369,FRED,WHEAT,FRED.WHEAT@sakilacustomer.org,433 Florencia Street,Juárez,Mexico,1
488,SHANE,MILLARD,SHANE.MILLARD@sakilacustomer.org,184 Mandaluyong Street,La Paz,Mexico,1
177,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,146 Johannesburg Way,Matamoros,Mexico,1
343,DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,785 Vaduz Street,Mexicali,Mexico,1
570,IVAN,CROMWELL,IVAN.CROMWELL@sakilacustomer.org,1351 Sousse Lane,Monclova,Mexico,1
115,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,1107 Nakhon Sawan Avenue,Nezahualcóyotl,Mexico,1
353,JONATHAN,SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,1698 Southport Loop,Pachuca de Soto,Mexico,1
273,PRISCILLA,LOWE,PRISCILLA.LOWE@sakilacustomer.org,144 South Hill Loop,Salamanca,Mexico,1
319,RONALD,WEINER,RONALD.WEINER@sakilacustomer.org,1145 Vilnius Manor,San Felipe del Progreso,Mexico,1
425,FRANCIS,SIKES,FRANCIS.SIKES@sakilacustomer.org,355 Vitória de Santo Antão Way,San Juan Bautista Tuxtepec,Mexico,1
133,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,261 Saint Louis Way,Torreón,Mexico,1
454,ALEX,GRESHAM,ALEX.GRESHAM@sakilacustomer.org,251 Florencia Drive,Uruapan,Mexico,1
288,BOBBIE,CRAIG,BOBBIE.CRAIG@sakilacustomer.org,86 Higashiosaka Lane,Valle de Santiago,Mexico,1
465,FLOYD,GANDY,FLOYD.GANDY@sakilacustomer.org,1088 Ibirité Place,Zapopan,Mexico,1
38,MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,269 Cam Ranh Parkway,Chisinau,Moldova,1
543,LANCE,PEMBERTON,LANCE.PEMBERTON@sakilacustomer.org,454 Qinhuangdao Drive,Beni-Mellal,Morocco,1
40,AMANDA,CARTER,AMANDA.CARTER@sakilacustomer.org,671 Graz Street,Nador,Morocco,1
22,LAURA,RODRIGUEZ,LAURA.RODRIGUEZ@sakilacustomer.org,28 Charlotte Amalie Street,Salé,Morocco,1
257,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,771 Yaoundé Manor,Beira,Mozambique,1
433,DON,BONE,DON.BONE@sakilacustomer.org,596 Huixquilucan Place,Naçala-Porto,Mozambique,1
97,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,1599 Plock Drive,Tete,Mozambique,1
256,MABEL,HOLLAND,MABEL.HOLLAND@sakilacustomer.org,51 Laredo Avenue,Monywa,Myanmar,1
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1566 Inegöl Manor,Myingyan,Myanmar,1
513,DUANE,TUBBS,DUANE.TUBBS@sakilacustomer.org,962 Tama Loop,Yangor,Nauru,1
321,KEVIN,SCHULER,KEVIN.SCHULER@sakilacustomer.org,470 Boksburg Street,Birgunj,Nepal,1
415,GLENN,PULLEN,GLENN.PULLEN@sakilacustomer.org,992 Klerksdorp Loop,Amersfoort,Netherlands,1
137,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,1749 Daxian Place,Apeldoorn,Netherlands,1
341,PETER,MENARD,PETER.MENARD@sakilacustomer.org,1217 Konotop Avenue,Ede,Netherlands,1
474,DUSTIN,GILLETTE,DUSTIN.GILLETTE@sakilacustomer.org,1854 Okara Boulevard,Emmen,Netherlands,1
184,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,741 Ambattur Manor,´s-Hertogenbosch,Netherlands,1
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,478 Joliet Way,Hamilton,New Zealand,1
284,SONIA,GREGORY,SONIA.GREGORY@sakilacustomer.org,1279 Udine Parkway,Benin City,Nigeria,1
409,RODNEY,MOELLER,RODNEY.MOELLER@sakilacustomer.org,1936 Lapu-Lapu Parkway,Deba Habe,Nigeria,1
286,VELMA,LUCAS,VELMA.LUCAS@sakilacustomer.org,1155 Liaocheng Place,Effon-Alaiye,Nigeria,1
80,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,1888 Kabul Drive,Ife,Nigeria,1
198,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,955 Bamenda Way,Ikerre,Nigeria,1
103,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,1177 Jelets Way,Ilorin,Nigeria,1
18,CAROL,GARCIA,CAROL.GARCIA@sakilacustomer.org,320 Brest Avenue,Kaduna,Nigeria,1
277,OLGA,JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,556 Baybay Manor,Ogbomosho,Nigeria,1
156,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,1367 Yantai Manor,Ondo,Nigeria,1
280,TRACEY,BARRETT,TRACEY.BARRETT@sakilacustomer.org,1006 Santa Bárbara d´Oeste Manor,Owo,Nigeria,1
250,JO,FOWLER,JO.FOWLER@sakilacustomer.org,786 Stara Zagora Way,Oyo,Nigeria,1
562,WALLACE,SLONE,WALLACE.SLONE@sakilacustomer.org,1342 Sharja Way,Sokoto,Nigeria,1
232,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,885 Yingkou Manor,Zaria,Nigeria,1
157,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,1386 Nakhon Sawan Boulevard,Pyongyang,North Korea,1
9,MARGARET,MOORE,MARGARET.MOORE@sakilacustomer.org,613 Korolev Drive,Masqat,Oman,1
498,GENE,SANBORN,GENE.SANBORN@sakilacustomer.org,1416 San Juan Bautista Tuxtepec Avenue,Salala,Oman,1
416,JEFFERY,PINSON,JEFFERY.PINSON@sakilacustomer.org,966 Arecibo Loop,Dadu,Pakistan,1
223,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,1820 Maringá Parkway,Mandi Bahauddin,Pakistan,1
20,SHARON,ROBINSON,SHARON.ROBINSON@sakilacustomer.org,1688 Okara Way,Mardan,Pakistan,1
399,DANNY,ISOM,DANNY.ISOM@sakilacustomer.org,734 Béchar Place,Okara,Pakistan,1
25,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,934 San Felipe de Puerto Plata Street,Shikarpur,Pakistan,1
226,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,201 Effon-Alaiye Way,Asunción,Paraguay,1
205,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,1679 Antofagasta Street,Ciudad del Este,Paraguay,1
345,CARL,ARTIS,CARL.ARTIS@sakilacustomer.org,1628 Nagareyama Lane,San Lorenzo,Paraguay,1
304,DAVID,ROYAL,DAVID.ROYAL@sakilacustomer.org,827 Yuncheng Drive,Callao,Peru,1
565,JAIME,NETTLES,JAIME.NETTLES@sakilacustomer.org,1746 Faaa Way,Huánuco,Peru,1
122,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,1175 Tanauan Way,Lima,Peru,1
597,FREDDIE,DUGGAN,FREDDIE.DUGGAN@sakilacustomer.org,1103 Quilmes Boulevard,Sullana,Peru,1
71,KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,492 Cam Ranh Street,Baybay,Philippines,1
188,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,1166 Changhwa Street,Bayugan,Philippines,1
94,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,152 Kitwe Parkway,Bislig,Philippines,1
371,BILLY,POULIN,BILLY.POULIN@sakilacustomer.org,1061 Ede Avenue,Cabuyao,Philippines,1
388,CRAIG,MORRELL,CRAIG.MORRELL@sakilacustomer.org,717 Changzhou Lane,Cavite,Philippines,1
27,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,217 Botshabelo Place,Davao,Philippines,1
461,DEREK,BLAKELY,DEREK.BLAKELY@sakilacustomer.org,118 Jaffna Loop,Gingoog,Philippines,1
255,IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,127 Iwakuni Boulevard,Hagonoy,Philippines,1
580,ROSS,GREY,ROSS.GREY@sakilacustomer.org,951 Springs Lane,Iligan,Philippines,1
349,JOE,GILLILAND,JOE.GILLILAND@sakilacustomer.org,953 Hodeida Street,Imus,Philippines,1
244,VIOLA,HANSON,VIOLA.HANSON@sakilacustomer.org,582 Papeete Loop,Lapu-Lapu,Philippines,1
263,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,1831 Nam Dinh Loop,Mandaluyong,Philippines,1
434,EDDIE,TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,1351 Aparecida de Goiânia Parkway,Ozamis,Philippines,1
522,ARNOLD,HAVENS,ARNOLD.HAVENS@sakilacustomer.org,1176 Southend-on-Sea Manor,Santa Rosa,Philippines,1
72,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,89 Allappuzha (Alleppey) Manor,Taguig,Philippines,1
505,RAFAEL,ABNEY,RAFAEL.ABNEY@sakilacustomer.org,48 Maracaíbo Place,Talavera,Philippines,1
373,LOUIS,LEONE,LOUIS.LEONE@sakilacustomer.org,1191 Tandil Drive,Tanauan,Philippines,1
236,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,1479 Rustenburg Boulevard,Tanza,Philippines,1
548,ALLAN,CORNISH,ALLAN.CORNISH@sakilacustomer.org,947 Tórshavn Place,Tarlac,Philippines,1
261,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,862 Xintai Lane,Tuguegarao,Philippines,1
318,BRIAN,WYMAN,BRIAN.WYMAN@sakilacustomer.org,1769 Iwaki Lane,Bydgoszcz,Poland,1
572,SIDNEY,BURLESON,SIDNEY.BURLESON@sakilacustomer.org,1405 Hagonoy Avenue,Czestochowa,Poland,1
128,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,1050 Garden Grove Avenue,Jastrzebie-Zdrój,Poland,1
270,LEAH,CURTIS,LEAH.CURTIS@sakilacustomer.org,906 Goiânia Way,Kalisz,Poland,1
501,RUBEN,GEARY,RUBEN.GEARY@sakilacustomer.org,414 Mandaluyong Street,Lublin,Poland,1
571,JOHNNIE,CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,1501 Pangkal Pinang Avenue,Plock,Poland,1
380,RUSSELL,BRINSON,RUSSELL.BRINSON@sakilacustomer.org,1642 Charlotte Amalie Drive,Tychy,Poland,1
558,JIMMIE,EGGLESTON,JIMMIE.EGGLESTON@sakilacustomer.org,505 Madiun Boulevard,Wroclaw,Poland,0
360,RALPH,MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,1009 Zanzibar Lane,Arecibo,Puerto Rico,1
282,JENNY,CASTRO,JENNY.CASTRO@sakilacustomer.org,1405 Chisinau Place,Ponce,Puerto Rico,1
230,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,1256 Bislig Boulevard,Botosani,Romania,1
563,KEN,PREWITT,KEN.PREWITT@sakilacustomer.org,1342 Abha Boulevard,Bucuresti,Romania,1
148,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,1952 Pune Lane,Saint-Denis,Réunion,1
397,JIMMY,SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,616 Hagonoy Avenue,Atšinsk,Russian Federation,1
55,DORIS,REED,DORIS.REED@sakilacustomer.org,1697 Kowloon and New Kowloon Loop,Balašiha,Russian Federation,1
430,RAY,HOULE,RAY.HOULE@sakilacustomer.org,740 Udaipur Lane,Dzerzinsk,Russian Federation,1
17,DONNA,THOMPSON,DONNA.THOMPSON@sakilacustomer.org,270 Toulon Boulevard,Elista,Russian Federation,1
106,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,1867 San Juan Bautista Tuxtepec Avenue,Ivanovo,Russian Federation,1
222,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,810 Palghat (Palakkad) Boulevard,Jaroslavl,Russian Federation,1
100,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,1913 Kamakura Place,Jelets,Russian Federation,1
301,ROBERT,BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,1883 Maikop Lane,Kaliningrad,Russian Federation,1
510,BEN,EASTER,BEN.EASTER@sakilacustomer.org,886 Tonghae Place,Kamyšin,Russian Federation,0
179,DANA,HART,DANA.HART@sakilacustomer.org,1089 Iwatsuki Avenue,Kirovo-Tšepetsk,Russian Federation,1
295,DAISY,BATES,DAISY.BATES@sakilacustomer.org,661 Chisinau Lane,Kolpino,Russian Federation,1
393,PHILIP,CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,954 Lapu-Lapu Way,Korolev,Russian Federation,1
376,RANDY,GAITHER,RANDY.GAITHER@sakilacustomer.org,1618 Olomouc Manor,Kurgan,Russian Federation,1
311,PAUL,TROUT,PAUL.TROUT@sakilacustomer.org,746 Joliet Lane,Kursk,Russian Federation,1
44,MARIE,TURNER,MARIE.TURNER@sakilacustomer.org,1998 Halifax Drive,Lipetsk,Russian Federation,1
160,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,1623 Bahía Blanca Manor,Ljubertsy,Russian Federation,1
346,ARTHUR,SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,1157 Nyeri Loop,Maikop,Russian Federation,1
46,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,46 Pjatigorsk Lane,Moscow,Russian Federation,1
447,CLIFFORD,BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,207 Cuernavaca Loop,Nabereznyje Tšelny,Russian Federation,1
48,ANN,EVANS,ANN.EVANS@sakilacustomer.org,909 Garland Manor,Niznekamsk,Russian Federation,1
191,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,1077 San Felipe de Puerto Plata Place,Novotšerkassk,Russian Federation,1
487,HECTOR,POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,185 Mannheim Lane,Pjatigorsk,Russian Federation,1
567,ALFREDO,MCADAMS,ALFREDO.MCADAMS@sakilacustomer.org,1407 Surakarta Manor,Serpuhov,Russian Federation,1
127,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,801 Hagonoy Drive,Smolensk,Russian Federation,1
428,HERBERT,KRUGER,HERBERT.KRUGER@sakilacustomer.org,1823 Hoshiarpur Lane,Syktyvkar,Russian Federation,1
350,JUAN,FRALEY,JUAN.FRALEY@sakilacustomer.org,469 Nakhon Sawan Street,Tšeboksary,Russian Federation,1
462,WARREN,SHERROD,WARREN.SHERROD@sakilacustomer.org,1621 Tongliao Avenue,Usolje-Sibirskoje,Russian Federation,1
351,JACK,FOUST,JACK.FOUST@sakilacustomer.org,1378 Beira Loop,Zeleznogorsk,Russian Federation,1
326,JOSE,ANDREW,JOSE.ANDREW@sakilacustomer.org,1016 Iwakuni Street,Kingstown,Saint Vincent and the Grenadines,1
101,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,733 Mandaluyong Place,Abha,Saudi Arabia,1
70,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,1124 Buenaventura Drive,al-Hawiya,Saudi Arabia,1
417,TRAVIS,ESTEP,TRAVIS.ESTEP@sakilacustomer.org,289 Santo André Manor,al-Qatif,Saudi Arabia,1
